,Proto-Germanic Root,Danish Word,English Word,Proto-Germanic URL,Danish URL,English URL
146,*deupaz,dyb,deep,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/deupaz,https://en.wiktionary.org/wiki/dyb,https://en.wiktionary.org/wiki/deep
147,*diupiþō,dybde,depth,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/diupi%C3%BE%C5%8D,https://en.wiktionary.org/wiki/dybde,https://en.wiktionary.org/wiki/depth
148,*deuzą,dyr,deer,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/deuz%C4%85,https://en.wiktionary.org/wiki/dyr,https://en.wiktionary.org/wiki/deer
149,*daupijaną,døbe,dope,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/daupijan%C4%85,https://en.wiktionary.org/wiki/d%C3%B8be,https://en.wiktionary.org/wiki/dope
150,*durz,dør,door,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/durz,https://en.wiktionary.org/wiki/d%C3%B8r,https://en.wiktionary.org/wiki/door
151,*daubaz,døv,daff,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/daubaz,https://en.wiktionary.org/wiki/d%C3%B8v,https://en.wiktionary.org/wiki/daff
152,*daubaz,døv,deaf,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/daubaz,https://en.wiktionary.org/wiki/d%C3%B8v,https://en.wiktionary.org/wiki/deaf
153,*daubaz,døv,dowf,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/daubaz,https://en.wiktionary.org/wiki/d%C3%B8v,https://en.wiktionary.org/wiki/dowf
154,*aiganą,eje,owe,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/aigan%C4%85,https://en.wiktionary.org/wiki/eje,https://en.wiktionary.org/wiki/owe
155,*ambahtiją,embede,embassy,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ambahtij%C4%85,https://en.wiktionary.org/wiki/embede,https://en.wiktionary.org/wiki/embassy
156,*ainaz,en,one,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ainaz,https://en.wiktionary.org/wiki/en,https://en.wiktionary.org/wiki/one
157,*þan,end,then,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEan,https://en.wiktionary.org/wiki/end,https://en.wiktionary.org/wiki/then
158,*-andz,-ende,-and,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/-andz,https://en.wiktionary.org/wiki/-ende,https://en.wiktionary.org/wiki/-and
159,*fadēr,fader,father,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fad%C4%93r,https://en.wiktionary.org/wiki/fader,https://en.wiktionary.org/wiki/father
160,*fagraz,fager,fair,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fagraz,https://en.wiktionary.org/wiki/fager,https://en.wiktionary.org/wiki/fair
161,*fērō,fare,afear,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C4%93r%C5%8D,https://en.wiktionary.org/wiki/fare,https://en.wiktionary.org/wiki/afear
162,*fērō,fare,fear,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C4%93r%C5%8D,https://en.wiktionary.org/wiki/fare,https://en.wiktionary.org/wiki/fear
163,*fardiz,fart,ferd,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fardiz,https://en.wiktionary.org/wiki/fart,https://en.wiktionary.org/wiki/ferd
164,*faigijaz,fej,fey,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/faigijaz,https://en.wiktionary.org/wiki/fej,https://en.wiktionary.org/wiki/fey
165,*fimftô,femte,fifth,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fimft%C3%B4,https://en.wiktionary.org/wiki/femte,https://en.wiktionary.org/wiki/fifth
166,*fimftehun,femten,fifteen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fimftehun,https://en.wiktionary.org/wiki/femten,https://en.wiktionary.org/wiki/fifteen
167,*finhlō,fil,file,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/finhl%C5%8D,https://en.wiktionary.org/wiki/fil,https://en.wiktionary.org/wiki/file
168,*finþaną,finde,find,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fin%C3%BEan%C4%85,https://en.wiktionary.org/wiki/finde,https://en.wiktionary.org/wiki/find
169,*fingraz,finger,finger,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fingraz,https://en.wiktionary.org/wiki/finger,https://en.wiktionary.org/wiki/finger
170,*fedwōr,fire,four,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fedw%C5%8Dr,https://en.wiktionary.org/wiki/fire,https://en.wiktionary.org/wiki/four
171,*fiskaz,fisk,fish,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fiskaz,https://en.wiktionary.org/wiki/fisk,https://en.wiktionary.org/wiki/fish
172,*fiskaz,fiske,fish,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fiskaz,https://en.wiktionary.org/wiki/fiske,https://en.wiktionary.org/wiki/fish
173,*fiskārijaz,fisker,fisher,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fisk%C4%81rijaz,https://en.wiktionary.org/wiki/fisker,https://en.wiktionary.org/wiki/fisher
174,*fijandz,fjende,fend,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fijandz,https://en.wiktionary.org/wiki/fjende,https://en.wiktionary.org/wiki/fend
175,*feþrō,fjer,feather,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fe%C3%BEr%C5%8D,https://en.wiktionary.org/wiki/fjer,https://en.wiktionary.org/wiki/feather
176,*fedurþô,fjerde,fourth,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fedur%C3%BE%C3%B4,https://en.wiktionary.org/wiki/fjerde,https://en.wiktionary.org/wiki/fourth
177,*fedurtehun,fjorten,fourteen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fedurtehun,https://en.wiktionary.org/wiki/fjorten,https://en.wiktionary.org/wiki/fourteen
178,*flataz,flad,flat,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/flataz,https://en.wiktionary.org/wiki/flad,https://en.wiktionary.org/wiki/flat
179,*flōduz,flod,flood,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fl%C5%8Dduz,https://en.wiktionary.org/wiki/flod,https://en.wiktionary.org/wiki/flood
180,*fleuhaną,fly,flee,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fleuhan%C4%85,https://en.wiktionary.org/wiki/fly,https://en.wiktionary.org/wiki/flee
181,*fleutaną,flyde,fleeting,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fleutan%C4%85,https://en.wiktionary.org/wiki/flyde,https://en.wiktionary.org/wiki/fleeting
182,*flunþrijǭ,flynder,flounder,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/flun%C3%BErij%C7%AD,https://en.wiktionary.org/wiki/flynder,https://en.wiktionary.org/wiki/flounder
183,*fōdrą,foder,fodder,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/foder,https://en.wiktionary.org/wiki/fodder
184,*fōdrą,foder,forage,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/foder,https://en.wiktionary.org/wiki/forage
185,*fōdrą,foder,foray,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/foder,https://en.wiktionary.org/wiki/foray
186,*fōdrą,foder,fother,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/foder,https://en.wiktionary.org/wiki/fother
187,*fōdrą,foder,fur,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/foder,https://en.wiktionary.org/wiki/fur
188,*falþaną,folde,fold,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fal%C3%BEan%C4%85,https://en.wiktionary.org/wiki/folde,https://en.wiktionary.org/wiki/fold
189,*fulką,folk,folk,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fulk%C4%85,https://en.wiktionary.org/wiki/folk,https://en.wiktionary.org/wiki/folk
190,*fōdrą,for,fodder,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/for,https://en.wiktionary.org/wiki/fodder
191,*fōdrą,for,forage,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/for,https://en.wiktionary.org/wiki/forage
192,*fōdrą,for,foray,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/for,https://en.wiktionary.org/wiki/foray
193,*fōdrą,for,fother,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/for,https://en.wiktionary.org/wiki/fother
194,*fōdrą,for,fur,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/for,https://en.wiktionary.org/wiki/fur
195,*furibeudaną,forbyde,forbid,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/furibeudan%C4%85,https://en.wiktionary.org/wiki/forbyde,https://en.wiktionary.org/wiki/forbid
196,*fralētaną,forlade,forlet,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fral%C4%93tan%C4%85,https://en.wiktionary.org/wiki/forlade,https://en.wiktionary.org/wiki/forlet
197,*līþaną,forlide,lithe,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/l%C4%AB%C3%BEan%C4%85,https://en.wiktionary.org/wiki/forlide,https://en.wiktionary.org/wiki/lithe
198,*maganą,formå,may,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/magan%C4%85,https://en.wiktionary.org/wiki/form%C3%A5,https://en.wiktionary.org/wiki/may
199,*skertaną,forskertse,scherzo,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/skertan%C4%85,https://en.wiktionary.org/wiki/forskertse,https://en.wiktionary.org/wiki/scherzo
200,*aihtiz,fragt,aught,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/aihtiz,https://en.wiktionary.org/wiki/fragt,https://en.wiktionary.org/wiki/aught
201,*aihtiz,fragt,ight,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/aihtiz,https://en.wiktionary.org/wiki/fragt,https://en.wiktionary.org/wiki/ight
202,*frankô,franker,Frank,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/frank%C3%B4,https://en.wiktionary.org/wiki/franker,https://en.wiktionary.org/wiki/Frank
203,*frankô,frankisk,Frank,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/frank%C3%B4,https://en.wiktionary.org/wiki/frankisk,https://en.wiktionary.org/wiki/Frank
204,*friþuz,fred,afraid,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fri%C3%BEuz,https://en.wiktionary.org/wiki/fred,https://en.wiktionary.org/wiki/afraid
205,*friþuz,fred,frith,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fri%C3%BEuz,https://en.wiktionary.org/wiki/fred,https://en.wiktionary.org/wiki/frith
206,*friþuz,fred,Geoffrey,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fri%C3%BEuz,https://en.wiktionary.org/wiki/fred,https://en.wiktionary.org/wiki/Geoffrey
207,*frawjǭ,Freja,Freyja,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/frawj%C7%AD,https://en.wiktionary.org/wiki/Freja,https://en.wiktionary.org/wiki/Freyja
208,*fram,frem,fro,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fram,https://en.wiktionary.org/wiki/frem,https://en.wiktionary.org/wiki/fro
209,*framaþiz,fremmed,fremd,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/frama%C3%BEiz,https://en.wiktionary.org/wiki/fremmed,https://en.wiktionary.org/wiki/fremd
210,*friskaz,frisk,fresco,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/friskaz,https://en.wiktionary.org/wiki/frisk,https://en.wiktionary.org/wiki/fresco
211,*friskaz,frisk,fresh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/friskaz,https://en.wiktionary.org/wiki/frisk,https://en.wiktionary.org/wiki/fresh
212,*fraistōną,friste,fraist,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fraist%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/friste,https://en.wiktionary.org/wiki/fraist
213,*frawjǭ,frue,Freyja,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/frawj%C7%AD,https://en.wiktionary.org/wiki/frue,https://en.wiktionary.org/wiki/Freyja
214,*freusaną,fryse,freeze,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/freusan%C4%85,https://en.wiktionary.org/wiki/fryse,https://en.wiktionary.org/wiki/freeze
215,*fraetaną,fråse,fress,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fraetan%C4%85,https://en.wiktionary.org/wiki/fr%C3%A5se,https://en.wiktionary.org/wiki/fress
216,*fraetaną,fråse,fret,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fraetan%C4%85,https://en.wiktionary.org/wiki/fr%C3%A5se,https://en.wiktionary.org/wiki/fret
217,*frijōndz,frænde,friend,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/frij%C5%8Dndz,https://en.wiktionary.org/wiki/fr%C3%A6nde,https://en.wiktionary.org/wiki/friend
218,*frawjǭ,frøken,Freyja,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/frawj%C7%AD,https://en.wiktionary.org/wiki/fr%C3%B8ken,https://en.wiktionary.org/wiki/Freyja
219,*fuglaz,fugl,fowl,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fuglaz,https://en.wiktionary.org/wiki/fugl,https://en.wiktionary.org/wiki/fowl
220,*fōr,fyr,fire,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Dr,https://en.wiktionary.org/wiki/fyr,https://en.wiktionary.org/wiki/fire
221,*fanhaną,få,fang,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fanhan%C4%85,https://en.wiktionary.org/wiki/f%C3%A5,https://en.wiktionary.org/wiki/fang
222,*fanhaną,få,vang,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fanhan%C4%85,https://en.wiktionary.org/wiki/f%C3%A5,https://en.wiktionary.org/wiki/vang
223,*fehu,fæ,fee,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehu,https://en.wiktionary.org/wiki/f%C3%A6,https://en.wiktionary.org/wiki/fee
224,*fehu,fæ,feudal,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehu,https://en.wiktionary.org/wiki/f%C3%A6,https://en.wiktionary.org/wiki/feudal
225,*fehu,fæ,fief,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehu,https://en.wiktionary.org/wiki/f%C3%A6,https://en.wiktionary.org/wiki/fief
226,*fardiz,færdes,ferd,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fardiz,https://en.wiktionary.org/wiki/f%C3%A6rdes,https://en.wiktionary.org/wiki/ferd
227,*fōgijaną,føje,fay,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Dgijan%C4%85,https://en.wiktionary.org/wiki/f%C3%B8je,https://en.wiktionary.org/wiki/fay
228,*fōlijaną,føle,feel,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Dlijan%C4%85,https://en.wiktionary.org/wiki/f%C3%B8le,https://en.wiktionary.org/wiki/feel
229,*fōrijaną,føre,fure,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Drijan%C4%85,https://en.wiktionary.org/wiki/f%C3%B8re,https://en.wiktionary.org/wiki/fure
230,*galgô,galge,gallows,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/galg%C3%B4,https://en.wiktionary.org/wiki/galge,https://en.wiktionary.org/wiki/gallows
231,*gamaną,gammen,game,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gaman%C4%85,https://en.wiktionary.org/wiki/gammen,https://en.wiktionary.org/wiki/game
232,*gaistaz,gejst,ghost,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gaistaz,https://en.wiktionary.org/wiki/gejst,https://en.wiktionary.org/wiki/ghost
233,*gaistaz,gejstlig,ghost,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gaistaz,https://en.wiktionary.org/wiki/gejstlig,https://en.wiktionary.org/wiki/ghost
234,*getaną,gide,get,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/getan%C4%85,https://en.wiktionary.org/wiki/gide,https://en.wiktionary.org/wiki/get
235,*gebaną,give,give,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/geban%C4%85,https://en.wiktionary.org/wiki/give,https://en.wiktionary.org/wiki/give
236,*gebaną,give,yive,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/geban%C4%85,https://en.wiktionary.org/wiki/give,https://en.wiktionary.org/wiki/yive
237,*gellaną,gjalde,yell,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gellan%C4%85,https://en.wiktionary.org/wiki/gjalde,https://en.wiktionary.org/wiki/yell
238,*glōaną,glo,glow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gl%C5%8Dan%C4%85,https://en.wiktionary.org/wiki/glo,https://en.wiktionary.org/wiki/glow
239,*grimmaz,grim,grim,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/grimmaz,https://en.wiktionary.org/wiki/grim,https://en.wiktionary.org/wiki/grim
240,*grētaną,græde,regret,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gr%C4%93tan%C4%85,https://en.wiktionary.org/wiki/gr%C3%A6de,https://en.wiktionary.org/wiki/regret
241,*grasą,græs,grass,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gras%C4%85,https://en.wiktionary.org/wiki/gr%C3%A6s,https://en.wiktionary.org/wiki/grass
242,*grōniz,grøn,green,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gr%C5%8Dniz,https://en.wiktionary.org/wiki/gr%C3%B8n,https://en.wiktionary.org/wiki/green
243,*gudą,gud,god,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gud%C4%85,https://en.wiktionary.org/wiki/gud,https://en.wiktionary.org/wiki/god
244,*gulþą,guld,gold,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gul%C3%BE%C4%85,https://en.wiktionary.org/wiki/guld,https://en.wiktionary.org/wiki/gold
245,*geutaną,gyde,ewte,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/geutan%C4%85,https://en.wiktionary.org/wiki/gyde,https://en.wiktionary.org/wiki/ewte
246,*gardaz,gård,yard,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gardaz,https://en.wiktionary.org/wiki/g%C3%A5rd,https://en.wiktionary.org/wiki/yard
247,*gans,gås,goose,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gans,https://en.wiktionary.org/wiki/g%C3%A5s,https://en.wiktionary.org/wiki/goose
248,*gastiz,gæst,Gast,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gastiz,https://en.wiktionary.org/wiki/g%C3%A6st,https://en.wiktionary.org/wiki/Gast
249,*garwijaną,gøre,garb,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/garwijan%C4%85,https://en.wiktionary.org/wiki/g%C3%B8re,https://en.wiktionary.org/wiki/garb
250,*haglaz,hagl,haglaz,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haglaz,https://en.wiktionary.org/wiki/hagl,https://en.wiktionary.org/wiki/haglaz
251,*haglaz,hagl,hail,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haglaz,https://en.wiktionary.org/wiki/hagl,https://en.wiktionary.org/wiki/hail
252,*halsaz,hals,Elsinore,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/halsaz,https://en.wiktionary.org/wiki/hals,https://en.wiktionary.org/wiki/Elsinore
253,*hanhaną,hang,hang,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hanhan%C4%85,https://en.wiktionary.org/wiki/hang,https://en.wiktionary.org/wiki/hang
254,*Harjawaldaz,Harald,Harold,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/Harjawaldaz,https://en.wiktionary.org/wiki/Harald,https://en.wiktionary.org/wiki/Harold
255,*harpǭ,harpe,harp,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harp%C7%AD,https://en.wiktionary.org/wiki/harpe,https://en.wiktionary.org/wiki/harp
256,*habnō,havn,haven,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/habn%C5%8D,https://en.wiktionary.org/wiki/havn,https://en.wiktionary.org/wiki/haven
257,*habrô,havre,haver,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/habr%C3%B4,https://en.wiktionary.org/wiki/havre,https://en.wiktionary.org/wiki/haver
258,*haiduz,-hed,hade,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haiduz,https://en.wiktionary.org/wiki/-hed,https://en.wiktionary.org/wiki/hade
259,*haiduz,-hed,hede,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haiduz,https://en.wiktionary.org/wiki/-hed,https://en.wiktionary.org/wiki/hede
260,*haiduz,-hed,-hood,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haiduz,https://en.wiktionary.org/wiki/-hed,https://en.wiktionary.org/wiki/-hood
261,*haitaną,hedde,hight,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haitan%C4%85,https://en.wiktionary.org/wiki/hedde,https://en.wiktionary.org/wiki/hight
262,*haitaną,hedde,hote,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haitan%C4%85,https://en.wiktionary.org/wiki/hedde,https://en.wiktionary.org/wiki/hote
263,*hailaz,hel,whole,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hailaz,https://en.wiktionary.org/wiki/hel,https://en.wiktionary.org/wiki/whole
264,*hailagaz,helgen,holy,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hailagaz,https://en.wiktionary.org/wiki/helgen,https://en.wiktionary.org/wiki/holy
265,*hailagaz,hellig,holy,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hailagaz,https://en.wiktionary.org/wiki/hellig,https://en.wiktionary.org/wiki/holy
266,*haimalīkaz,hemmelig,homely,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimal%C4%ABkaz,https://en.wiktionary.org/wiki/hemmelig,https://en.wiktionary.org/wiki/homely
267,*hairaz,herre,hoar,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hairaz,https://en.wiktionary.org/wiki/herre,https://en.wiktionary.org/wiki/hoar
268,*himinaz,himmel,heaven,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/himinaz,https://en.wiktionary.org/wiki/himmel,https://en.wiktionary.org/wiki/heaven
269,*jainaz,hin,yonder,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/jainaz,https://en.wiktionary.org/wiki/hin,https://en.wiktionary.org/wiki/yonder
270,edit,hind,glisten,https://en.wiktionary.org/w/index.php?title=hind&action=edit&section=17,https://en.wiktionary.org/wiki/hind,https://en.wiktionary.org/wiki/glisten
271,edit,hind,mute,https://en.wiktionary.org/w/index.php?title=hind&action=edit&section=17,https://en.wiktionary.org/wiki/hind,https://en.wiktionary.org/wiki/mute
272,*hangistaz,hingst,henchman,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hangistaz,https://en.wiktionary.org/wiki/hingst,https://en.wiktionary.org/wiki/henchman
273,*haimaz,hjem,hamlet,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/hjem,https://en.wiktionary.org/wiki/hamlet
274,*haimaz,hjem,Hammond,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/hjem,https://en.wiktionary.org/wiki/Hammond
275,*haimaz,hjem,hjem,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/hjem,https://en.wiktionary.org/wiki/hjem
276,*haimaz,hjem,home,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/hjem,https://en.wiktionary.org/wiki/home
277,*haimaz,hjem,hyem,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/hjem,https://en.wiktionary.org/wiki/hyem
278,*hertô,hjerte,heart,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hert%C3%B4,https://en.wiktionary.org/wiki/hjerte,https://en.wiktionary.org/wiki/heart
279,*herdō,hjord,herd,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/herd%C5%8D,https://en.wiktionary.org/wiki/hjord,https://en.wiktionary.org/wiki/herd
280,*herutaz,hjort,hart,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/herutaz,https://en.wiktionary.org/wiki/hjort,https://en.wiktionary.org/wiki/hart
281,*haupaz,hob,heap,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haupaz,https://en.wiktionary.org/wiki/hob,https://en.wiktionary.org/wiki/heap
282,*hulmaz,holm,holm,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hulmaz,https://en.wiktionary.org/wiki/holm,https://en.wiktionary.org/wiki/holm
283,*hulmaz,holm,holme,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hulmaz,https://en.wiktionary.org/wiki/holm,https://en.wiktionary.org/wiki/holme
284,*huppōną,hoppe,hobby,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hupp%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/hoppe,https://en.wiktionary.org/wiki/hobby
285,*huppōną,hoppe,hop,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hupp%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/hoppe,https://en.wiktionary.org/wiki/hop
286,*hōrǭ,hore,whore,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%8Dr%C7%AD,https://en.wiktionary.org/wiki/hore,https://en.wiktionary.org/wiki/whore
287,*hurną,horn,horn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hurn%C4%85,https://en.wiktionary.org/wiki/horn,https://en.wiktionary.org/wiki/horn
288,*hrussą,hors,Rosalind,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hruss%C4%85,https://en.wiktionary.org/wiki/hors,https://en.wiktionary.org/wiki/Rosalind
289,*hrussą,hors,Rosamund,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hruss%C4%85,https://en.wiktionary.org/wiki/hors,https://en.wiktionary.org/wiki/Rosamund
