,PIE Root,Persian Word,English Word,PIE URL,Persian URL,English URL
115,*h₁ey-,جن,exit,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81ey-,https://en.wiktionary.org/wiki/%D8%AC%D9%86,https://en.wiktionary.org/wiki/exit
116,*h₁ey-,جن,January,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81ey-,https://en.wiktionary.org/wiki/%D8%AC%D9%86,https://en.wiktionary.org/wiki/January
117,*sek-,حاخشوک,saw,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sek-,https://en.wiktionary.org/wiki/%D8%AD%D8%A7%D8%AE%D8%B4%D9%88%DA%A9,https://en.wiktionary.org/wiki/saw
118,*sek-,حاخشوک,sax,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sek-,https://en.wiktionary.org/wiki/%D8%AD%D8%A7%D8%AE%D8%B4%D9%88%DA%A9,https://en.wiktionary.org/wiki/sax
119,*sek-,حاخشوک,Saxon,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sek-,https://en.wiktionary.org/wiki/%D8%AD%D8%A7%D8%AE%D8%B4%D9%88%DA%A9,https://en.wiktionary.org/wiki/Saxon
120,*keh₂d-,خاتوله,hate,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/keh%E2%82%82d-,https://en.wiktionary.org/wiki/%D8%AE%D8%A7%D8%AA%D9%88%D9%84%D9%87,https://en.wiktionary.org/wiki/hate
121,*h₂ōwyóm,خایه,egg,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%82%C5%8Dwy%C3%B3m,https://en.wiktionary.org/wiki/%D8%AE%D8%A7%DB%8C%D9%87,https://en.wiktionary.org/wiki/egg
122,*h₂ōwyóm,خایه,ey,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%82%C5%8Dwy%C3%B3m,https://en.wiktionary.org/wiki/%D8%AE%D8%A7%DB%8C%D9%87,https://en.wiktionary.org/wiki/ey
123,*swep-,خواب,sopor,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/swep-,https://en.wiktionary.org/wiki/%D8%AE%D9%88%D8%A7%D8%A8,https://en.wiktionary.org/wiki/sopor
124,*swep-,خواب,sweb,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/swep-,https://en.wiktionary.org/wiki/%D8%AE%D9%88%D8%A7%D8%A8,https://en.wiktionary.org/wiki/sweb
125,*swé,خود,hetegony,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sw%C3%A9,https://en.wiktionary.org/wiki/%D8%AE%D9%88%D8%AF,https://en.wiktionary.org/wiki/hetegony
126,*swé,خود,idioticon,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sw%C3%A9,https://en.wiktionary.org/wiki/%D8%AE%D9%88%D8%AF,https://en.wiktionary.org/wiki/idioticon
127,*swé,خود,swadeshi,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sw%C3%A9,https://en.wiktionary.org/wiki/%D8%AE%D9%88%D8%AF,https://en.wiktionary.org/wiki/swadeshi
128,*swé,خود,swain,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sw%C3%A9,https://en.wiktionary.org/wiki/%D8%AE%D9%88%D8%AF,https://en.wiktionary.org/wiki/swain
129,*sóh₂wl̥,خور,sun,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/s%C3%B3h%E2%82%82wl%CC%A5,https://en.wiktionary.org/wiki/%D8%AE%D9%88%D8%B1,https://en.wiktionary.org/wiki/sun
130,*swé,خویش,hetegony,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sw%C3%A9,https://en.wiktionary.org/wiki/%D8%AE%D9%88%DB%8C%D8%B4,https://en.wiktionary.org/wiki/hetegony
131,*swé,خویش,idioticon,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sw%C3%A9,https://en.wiktionary.org/wiki/%D8%AE%D9%88%DB%8C%D8%B4,https://en.wiktionary.org/wiki/idioticon
132,*swé,خویش,swadeshi,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sw%C3%A9,https://en.wiktionary.org/wiki/%D8%AE%D9%88%DB%8C%D8%B4,https://en.wiktionary.org/wiki/swadeshi
133,*swé,خویش,swain,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sw%C3%A9,https://en.wiktionary.org/wiki/%D8%AE%D9%88%DB%8C%D8%B4,https://en.wiktionary.org/wiki/swain
134,*deh₃-,داد,date,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/deh%E2%82%83-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%AF,https://en.wiktionary.org/wiki/date
135,*deh₃-,داد,die,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/deh%E2%82%83-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%AF,https://en.wiktionary.org/wiki/die
136,*deh₃-,داد,endow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/deh%E2%82%83-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%AF,https://en.wiktionary.org/wiki/endow
137,*deh₃-,دادن,date,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/deh%E2%82%83-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/date
138,*deh₃-,دادن,die,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/deh%E2%82%83-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/die
139,*deh₃-,دادن,endow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/deh%E2%82%83-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/endow
140,*dóru,دار,druid,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%C3%B3ru,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B1,https://en.wiktionary.org/wiki/druid
141,*dʰer-,داشتن,firmament,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0er-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B4%D8%AA%D9%86,https://en.wiktionary.org/wiki/firmament
142,*dʰer-,داشتن,dazed,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0er-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B4%D8%AA%D9%86,https://en.wiktionary.org/wiki/dazed
143,*dʰer-,داشتن,dern,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0er-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B4%D8%AA%D9%86,https://en.wiktionary.org/wiki/dern
144,*dʰer-,داشتن,dor,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0er-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B4%D8%AA%D9%86,https://en.wiktionary.org/wiki/dor
145,*dʰer-,داشتن,tarnish,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0er-,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B4%D8%AA%D9%86,https://en.wiktionary.org/wiki/tarnish
146,*dʰugh₂tḗr,دخت,daughter,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0ugh%E2%82%82t%E1%B8%97r,https://en.wiktionary.org/wiki/%D8%AF%D8%AE%D8%AA,https://en.wiktionary.org/wiki/daughter
147,*dʰugh₂tḗr,دختر,daughter,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0ugh%E2%82%82t%E1%B8%97r,https://en.wiktionary.org/wiki/%D8%AF%D8%AE%D8%AA%D8%B1,https://en.wiktionary.org/wiki/daughter
148,*h₁énteros,در,intro,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81%C3%A9nteros,https://en.wiktionary.org/wiki/%D8%AF%D8%B1,https://en.wiktionary.org/wiki/intro
149,*h₁énteros,در,introduce,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81%C3%A9nteros,https://en.wiktionary.org/wiki/%D8%AF%D8%B1,https://en.wiktionary.org/wiki/introduce
150,*dlongʰos,درنگ,long,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dlong%CA%B0os,https://en.wiktionary.org/wiki/%D8%AF%D8%B1%D9%86%DA%AF,https://en.wiktionary.org/wiki/long
151,*dóru,درود,druid,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%C3%B3ru,https://en.wiktionary.org/wiki/%D8%AF%D8%B1%D9%88%D8%AF,https://en.wiktionary.org/wiki/druid
152,*dʰrewgʰ-,دروغ,dream,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0rewg%CA%B0-,https://en.wiktionary.org/wiki/%D8%AF%D8%B1%D9%88%D8%BA,https://en.wiktionary.org/wiki/dream
153,*dʰrewgʰ-,دروغ,drighten,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0rewg%CA%B0-,https://en.wiktionary.org/wiki/%D8%AF%D8%B1%D9%88%D8%BA,https://en.wiktionary.org/wiki/drighten
154,*der-,دریدن,tarn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/der-,https://en.wiktionary.org/wiki/%D8%AF%D8%B1%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/tarn
155,*der-,دریدن,tear,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/der-,https://en.wiktionary.org/wiki/%D8%AF%D8%B1%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/tear
156,*der-,دریدن,try,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/der-,https://en.wiktionary.org/wiki/%D8%AF%D8%B1%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/try
157,*der-,دریدن,turd,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/der-,https://en.wiktionary.org/wiki/%D8%AF%D8%B1%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/turd
158,*dʰenh₂-,دنیدن,Dniester,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0enh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%AF%D9%86%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/Dniester
159,*dʰenh₂-,دنیدن,Don,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0enh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%AF%D9%86%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/Don
160,*dʰenh₂-,دنیدن,Doncaster,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0enh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%AF%D9%86%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/Doncaster
161,*déḱm̥,ده,ten,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%C3%A9%E1%B8%B1m%CC%A5,https://en.wiktionary.org/wiki/%D8%AF%D9%87,https://en.wiktionary.org/wiki/ten
162,*dwóh₁,دو,bivious,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dw%C3%B3h%E2%82%81,https://en.wiktionary.org/wiki/%D8%AF%D9%88,https://en.wiktionary.org/wiki/bivious
163,*dwóh₁,دو,doubt,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dw%C3%B3h%E2%82%81,https://en.wiktionary.org/wiki/%D8%AF%D9%88,https://en.wiktionary.org/wiki/doubt
164,*dwóh₁,دو,twain,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dw%C3%B3h%E2%82%81,https://en.wiktionary.org/wiki/%D8%AF%D9%88,https://en.wiktionary.org/wiki/twain
165,*dwóh₁,دو,two,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dw%C3%B3h%E2%82%81,https://en.wiktionary.org/wiki/%D8%AF%D9%88,https://en.wiktionary.org/wiki/two
166,*dʰuh₂mós,دود,fume,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0uh%E2%82%82m%C3%B3s,https://en.wiktionary.org/wiki/%D8%AF%D9%88%D8%AF,https://en.wiktionary.org/wiki/fume
167,*ǵews-,دوست,choice,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5ews-,https://en.wiktionary.org/wiki/%D8%AF%D9%88%D8%B3%D8%AA,https://en.wiktionary.org/wiki/choice
168,*ǵews-,دوست,costen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5ews-,https://en.wiktionary.org/wiki/%D8%AF%D9%88%D8%B3%D8%AA,https://en.wiktionary.org/wiki/costen
169,*ǵews-,دوست,costning,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5ews-,https://en.wiktionary.org/wiki/%D8%AF%D9%88%D8%B3%D8%AA,https://en.wiktionary.org/wiki/costning
170,*dʰew-,دویدن,adwesch,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0ew-#Proto-Indo-European-run,https://en.wiktionary.org/wiki/%D8%AF%D9%88%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/adwesch
171,*dʰew-,دویدن,dock,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0ew-#Proto-Indo-European-run,https://en.wiktionary.org/wiki/%D8%AF%D9%88%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/dock
172,*dʰew-,دویدن,funeral,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0ew-#Proto-Indo-European-run,https://en.wiktionary.org/wiki/%D8%AF%D9%88%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/funeral
173,*dʰegʷʰ-,دژن,fever,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0eg%CA%B7%CA%B0-,https://en.wiktionary.org/wiki/%D8%AF%DA%98%D9%86,https://en.wiktionary.org/wiki/fever
174,*dʰegʷʰ-,دژن,fomentation,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0eg%CA%B7%CA%B0-,https://en.wiktionary.org/wiki/%D8%AF%DA%98%D9%86,https://en.wiktionary.org/wiki/fomentation
175,*deywós,دیو,div,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/deyw%C3%B3s,https://en.wiktionary.org/wiki/%D8%AF%DB%8C%D9%88,https://en.wiktionary.org/wiki/div
176,*deywós,دیو,Tiw,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/deyw%C3%B3s,https://en.wiktionary.org/wiki/%D8%AF%DB%8C%D9%88,https://en.wiktionary.org/wiki/Tiw
177,*dʰeyǵʰ-,دیگ,dough,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0ey%C7%B5%CA%B0-,https://en.wiktionary.org/wiki/%D8%AF%DB%8C%DA%AF,https://en.wiktionary.org/wiki/dough
178,*dʰeyǵʰ-,دیگ,figure,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0ey%C7%B5%CA%B0-,https://en.wiktionary.org/wiki/%D8%AF%DB%8C%DA%AF,https://en.wiktionary.org/wiki/figure
179,*dwóh₁,دیگر,bivious,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dw%C3%B3h%E2%82%81,https://en.wiktionary.org/wiki/%D8%AF%DB%8C%DA%AF%D8%B1,https://en.wiktionary.org/wiki/bivious
180,*dwóh₁,دیگر,doubt,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dw%C3%B3h%E2%82%81,https://en.wiktionary.org/wiki/%D8%AF%DB%8C%DA%AF%D8%B1,https://en.wiktionary.org/wiki/doubt
181,*dwóh₁,دیگر,twain,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dw%C3%B3h%E2%82%81,https://en.wiktionary.org/wiki/%D8%AF%DB%8C%DA%AF%D8%B1,https://en.wiktionary.org/wiki/twain
182,*dwóh₁,دیگر,two,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dw%C3%B3h%E2%82%81,https://en.wiktionary.org/wiki/%D8%AF%DB%8C%DA%AF%D8%B1,https://en.wiktionary.org/wiki/two
183,*h₂er-,را,army,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%82er-,https://en.wiktionary.org/wiki/%D8%B1%D8%A7,https://en.wiktionary.org/wiki/army
184,*lewk-,رخشیدن,leam,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%AE%D8%B4%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/leam
185,*lewk-,رخشیدن,limn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%AE%D8%B4%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/limn
186,*lewk-,رخشیدن,lown,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%AE%D8%B4%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/lown
187,*lewk-,رخشیدن,lux,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%AE%D8%B4%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/lux
188,*lewk-,رخشیدن,lynx,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%AE%D8%B4%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/lynx
189,*lewk-,رشت,leam,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%B4%D8%AA,https://en.wiktionary.org/wiki/leam
190,*lewk-,رشت,limn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%B4%D8%AA,https://en.wiktionary.org/wiki/limn
191,*lewk-,رشت,lown,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%B4%D8%AA,https://en.wiktionary.org/wiki/lown
192,*lewk-,رشت,lux,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%B4%D8%AA,https://en.wiktionary.org/wiki/lux
193,*lewk-,رشت,lynx,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D8%B4%D8%AA,https://en.wiktionary.org/wiki/lynx
194,*h₁rewdʰ-,رودنگ,rutilant,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81rewd%CA%B0-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D8%AF%D9%86%DA%AF,https://en.wiktionary.org/wiki/rutilant
195,*h₁rewdʰ-,رودنگ,Rubicon,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81rewd%CA%B0-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D8%AF%D9%86%DA%AF,https://en.wiktionary.org/wiki/Rubicon
196,*h₁rewdʰ-,رودنگ,rubicon,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81rewd%CA%B0-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D8%AF%D9%86%DA%AF,https://en.wiktionary.org/wiki/rubicon
197,*h₁rewdʰ-,رودنگ,rubric,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81rewd%CA%B0-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D8%AF%D9%86%DA%AF,https://en.wiktionary.org/wiki/rubric
198,*lewk-,روزگار,leam,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D8%B2%DA%AF%D8%A7%D8%B1,https://en.wiktionary.org/wiki/leam
199,*lewk-,روزگار,limn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D8%B2%DA%AF%D8%A7%D8%B1,https://en.wiktionary.org/wiki/limn
200,*lewk-,روزگار,lown,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D8%B2%DA%AF%D8%A7%D8%B1,https://en.wiktionary.org/wiki/lown
201,*lewk-,روزگار,lux,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D8%B2%DA%AF%D8%A7%D8%B1,https://en.wiktionary.org/wiki/lux
202,*lewk-,روزگار,lynx,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/lewk-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D8%B2%DA%AF%D8%A7%D8%B1,https://en.wiktionary.org/wiki/lynx
203,*h₁rewdʰ-,روناس,rutilant,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81rewd%CA%B0-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D9%86%D8%A7%D8%B3,https://en.wiktionary.org/wiki/rutilant
204,*h₁rewdʰ-,روناس,Rubicon,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81rewd%CA%B0-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D9%86%D8%A7%D8%B3,https://en.wiktionary.org/wiki/Rubicon
205,*h₁rewdʰ-,روناس,rubicon,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81rewd%CA%B0-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D9%86%D8%A7%D8%B3,https://en.wiktionary.org/wiki/rubicon
206,*h₁rewdʰ-,روناس,rubric,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81rewd%CA%B0-,https://en.wiktionary.org/wiki/%D8%B1%D9%88%D9%86%D8%A7%D8%B3,https://en.wiktionary.org/wiki/rubric
207,*wréh₂ds,ریشه,root,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wr%C3%A9h%E2%82%82ds,https://en.wiktionary.org/wiki/%D8%B1%DB%8C%D8%B4%D9%87,https://en.wiktionary.org/wiki/root
208,*ǵenh₁-,زادن,kinchin,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5enh%E2%82%81-,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/kinchin
209,*ǵenh₁-,زادن,kine-,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5enh%E2%82%81-,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/kine-
210,*dʰǵʰyes-,زاستر,hesternal,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/d%CA%B0%C7%B5%CA%B0yes-,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%D8%B3%D8%AA%D8%B1,https://en.wiktionary.org/wiki/hesternal
211,*ǵerh₂-,زال,grogram,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5erh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%D9%84,https://en.wiktionary.org/wiki/grogram
212,*dyḗws,زاوش,journal,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dy%E1%B8%97ws,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%D9%88%D8%B4,https://en.wiktionary.org/wiki/journal
213,*dyḗws,زاوش,Jove,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dy%E1%B8%97ws,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%D9%88%D8%B4,https://en.wiktionary.org/wiki/Jove
214,*dyḗws,زاوش,Jupiter,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dy%E1%B8%97ws,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%D9%88%D8%B4,https://en.wiktionary.org/wiki/Jupiter
215,*dyḗws,زاوش,Vejovis,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dy%E1%B8%97ws,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%D9%88%D8%B4,https://en.wiktionary.org/wiki/Vejovis
216,*ǵenh₁-,زاییدن,kinchin,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5enh%E2%82%81-,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%DB%8C%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/kinchin
217,*ǵenh₁-,زاییدن,kine-,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5enh%E2%82%81-,https://en.wiktionary.org/wiki/%D8%B2%D8%A7%DB%8C%DB%8C%D8%AF%D9%86,https://en.wiktionary.org/wiki/kine-
218,*dn̥ǵʰwéh₂s,زبان,language,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dn%CC%A5%C7%B5%CA%B0w%C3%A9h%E2%82%82s,https://en.wiktionary.org/wiki/%D8%B2%D8%A8%D8%A7%D9%86,https://en.wiktionary.org/wiki/language
219,*dn̥ǵʰwéh₂s,زبان,tongue,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dn%CC%A5%C7%B5%CA%B0w%C3%A9h%E2%82%82s,https://en.wiktionary.org/wiki/%D8%B2%D8%A8%D8%A7%D9%86,https://en.wiktionary.org/wiki/tongue
220,*dn̥ǵʰwéh₂s,زبان,tung,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/dn%CC%A5%C7%B5%CA%B0w%C3%A9h%E2%82%82s,https://en.wiktionary.org/wiki/%D8%B2%D8%A8%D8%A7%D9%86,https://en.wiktionary.org/wiki/tung
221,*ǵʰelh₃-,زر,arsenic,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5%CA%B0elh%E2%82%83-,https://en.wiktionary.org/wiki/%D8%B2%D8%B1,https://en.wiktionary.org/wiki/arsenic
222,*ǵʰelh₃-,زر,daric,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5%CA%B0elh%E2%82%83-,https://en.wiktionary.org/wiki/%D8%B2%D8%B1,https://en.wiktionary.org/wiki/daric
223,*ǵʰelh₃-,زر,gilder,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5%CA%B0elh%E2%82%83-,https://en.wiktionary.org/wiki/%D8%B2%D8%B1,https://en.wiktionary.org/wiki/gilder
224,*ǵerh₂-,زرمان,grogram,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/%C7%B5erh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%B2%D8%B1%D9%85%D8%A7%D9%86,https://en.wiktionary.org/wiki/grogram
225,*gʷḗn,زن,quean,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/g%CA%B7%E1%B8%97n,https://en.wiktionary.org/wiki/%D8%B2%D9%86,https://en.wiktionary.org/wiki/quean
