,Proto-Germanic Root,English Word,German Word,Proto-Germanic URL,English URL,German URL
298,*duganą,dow,taugen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dugan%C4%85,https://en.wiktionary.org/wiki/dow,https://en.wiktionary.org/wiki/taugen
299,*daubaz,dowf,taub,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/daubaz,https://en.wiktionary.org/wiki/dowf,https://en.wiktionary.org/wiki/taub
300,*draganą,drag,tragen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dragan%C4%85,https://en.wiktionary.org/wiki/drag,https://en.wiktionary.org/wiki/tragen
301,*draganą,draw,tragen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dragan%C4%85,https://en.wiktionary.org/wiki/draw,https://en.wiktionary.org/wiki/tragen
302,*þrakjaz,dreck,Dreck,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BErakjaz,https://en.wiktionary.org/wiki/dreck,https://en.wiktionary.org/wiki/Dreck
303,*dreuganą,dree,trügen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dreugan%C4%85,https://en.wiktionary.org/wiki/dree,https://en.wiktionary.org/wiki/tr%C3%BCgen
304,*þrēaną,dreidel,drehen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEr%C4%93an%C4%85,https://en.wiktionary.org/wiki/dreidel,https://en.wiktionary.org/wiki/drehen
305,*drankijaną,drench,tränken,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/drankijan%C4%85,https://en.wiktionary.org/wiki/drench,https://en.wiktionary.org/wiki/tr%C3%A4nken
306,*þwerhaz,Drexler,quer,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEwerhaz,https://en.wiktionary.org/wiki/Drexler,https://en.wiktionary.org/wiki/quer
307,*þwerhaz,Drexler,verquast,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEwerhaz,https://en.wiktionary.org/wiki/Drexler,https://en.wiktionary.org/wiki/verquast
308,*drepaną,drib,treffen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/drepan%C4%85,https://en.wiktionary.org/wiki/drib,https://en.wiktionary.org/wiki/treffen
309,*druhtiz,dright,Truchsess,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/druhtiz,https://en.wiktionary.org/wiki/dright,https://en.wiktionary.org/wiki/Truchsess
310,*drinkaną,drink,trinken,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/drinkan%C4%85,https://en.wiktionary.org/wiki/drink,https://en.wiktionary.org/wiki/trinken
311,*drībaną,drive,treiben,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dr%C4%ABban%C4%85,https://en.wiktionary.org/wiki/drive,https://en.wiktionary.org/wiki/treiben
312,*drōbuz,droff,trüb,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dr%C5%8Dbuz,https://en.wiktionary.org/wiki/droff,https://en.wiktionary.org/wiki/tr%C3%BCb
313,*truzlą,droll,Troll,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/truzl%C4%85,https://en.wiktionary.org/wiki/droll,https://en.wiktionary.org/wiki/Troll
314,*truzlą,droll,Trulla,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/truzl%C4%85,https://en.wiktionary.org/wiki/droll,https://en.wiktionary.org/wiki/Trulla
315,*drupô,drop,Tropfen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/drup%C3%B4,https://en.wiktionary.org/wiki/drop,https://en.wiktionary.org/wiki/Tropfen
316,*dulaz,dull,toll,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dulaz,https://en.wiktionary.org/wiki/dull,https://en.wiktionary.org/wiki/toll
317,*dumbaz,dumb,dumm,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dumbaz,https://en.wiktionary.org/wiki/dumb,https://en.wiktionary.org/wiki/dumm
318,*dungō,dung,Dung,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dung%C5%8D,https://en.wiktionary.org/wiki/dung,https://en.wiktionary.org/wiki/Dung
319,*þiudiskaz,Dutch,deutsch,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEiudiskaz,https://en.wiktionary.org/wiki/Dutch,https://en.wiktionary.org/wiki/deutsch
320,*dwergaz,dwarf,Zwerg,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dwergaz,https://en.wiktionary.org/wiki/dwarf,https://en.wiktionary.org/wiki/Zwerg
321,*ausô,ear,Ohr,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/aus%C3%B4,https://en.wiktionary.org/wiki/ear,https://en.wiktionary.org/wiki/Ohr
322,*erþō,earth,Erde,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/er%C3%BE%C5%8D,https://en.wiktionary.org/wiki/earth,https://en.wiktionary.org/wiki/Erde
323,*erþō,Earth,Erde,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/er%C3%BE%C5%8D,https://en.wiktionary.org/wiki/Earth,https://en.wiktionary.org/wiki/Erde
324,*irþīnaz,earthen,irden,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ir%C3%BE%C4%ABnaz,https://en.wiktionary.org/wiki/earthen,https://en.wiktionary.org/wiki/irden
325,*austrą,east,Ost,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/austr%C4%85,https://en.wiktionary.org/wiki/east,https://en.wiktionary.org/wiki/Ost
326,*austrą,east,Osten,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/austr%C4%85,https://en.wiktionary.org/wiki/east,https://en.wiktionary.org/wiki/Osten
327,*Austrǭ,Easter,Ostern,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/Austr%C7%AD,https://en.wiktionary.org/wiki/Easter,https://en.wiktionary.org/wiki/Ostern
328,*Austrǭ,Easter term,Ostern,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/Austr%C7%AD,https://en.wiktionary.org/wiki/Easter_term,https://en.wiktionary.org/wiki/Ostern
329,*etaną,eat,essen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/etan%C4%85,https://en.wiktionary.org/wiki/eat,https://en.wiktionary.org/wiki/essen
330,*edaraz,edder,Etter,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/edaraz,https://en.wiktionary.org/wiki/edder,https://en.wiktionary.org/wiki/Etter
331,*agjō,edge,Ecke,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/agj%C5%8D,https://en.wiktionary.org/wiki/edge,https://en.wiktionary.org/wiki/Ecke
332,*burgz,Edinburgh,Burg,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/Edinburgh,https://en.wiktionary.org/wiki/Burg
333,*ēlaz,eel,Aal,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C4%93laz,https://en.wiktionary.org/wiki/eel,https://en.wiktionary.org/wiki/Aal
334,*argaz,eerie,ärgern,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/argaz,https://en.wiktionary.org/wiki/eerie,https://en.wiktionary.org/wiki/%C3%A4rgern
335,*ajją,egg,Ei,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ajj%C4%85,https://en.wiktionary.org/wiki/egg,https://en.wiktionary.org/wiki/Ei
336,*ahtōu,eight,acht,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/aht%C5%8Du,https://en.wiktionary.org/wiki/eight,https://en.wiktionary.org/wiki/acht
337,*ahtōutehun,eighteen,achtzehn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/aht%C5%8Dutehun,https://en.wiktionary.org/wiki/eighteen,https://en.wiktionary.org/wiki/achtzehn
338,*-ilaz,-el,-el,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/-ilaz,https://en.wiktionary.org/wiki/-el,https://en.wiktionary.org/wiki/-el
339,*alinabugô,elbow,Ellbogen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/alinabug%C3%B4,https://en.wiktionary.org/wiki/elbow,https://en.wiktionary.org/wiki/Ellbogen
340,*alþizô,elder,Eltern,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/al%C3%BEiz%C3%B4,https://en.wiktionary.org/wiki/elder,https://en.wiktionary.org/wiki/Eltern
341,*elmaz,elm,Ulme,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/elmaz,https://en.wiktionary.org/wiki/elm,https://en.wiktionary.org/wiki/Ulme
342,*halsaz,Elsinore,Hals,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/halsaz,https://en.wiktionary.org/wiki/Elsinore,https://en.wiktionary.org/wiki/Hals
343,*uz-,empty,er-,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/uz-,https://en.wiktionary.org/wiki/empty,https://en.wiktionary.org/wiki/er-
344,*uz-,empty,ur-,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/uz-,https://en.wiktionary.org/wiki/empty,https://en.wiktionary.org/wiki/ur-
345,*andijalausaz,endless,endlos,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/andijalausaz,https://en.wiktionary.org/wiki/endless,https://en.wiktionary.org/wiki/endlos
346,*anguz,eng,bang,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/anguz,https://en.wiktionary.org/wiki/eng,https://en.wiktionary.org/wiki/bang
347,*anguz,eng,eng,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/anguz,https://en.wiktionary.org/wiki/eng,https://en.wiktionary.org/wiki/eng
348,*anadz,ennet,Ente,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/anadz,https://en.wiktionary.org/wiki/ennet,https://en.wiktionary.org/wiki/Ente
349,*ganōgaz,enough,genug,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gan%C5%8Dgaz,https://en.wiktionary.org/wiki/enough,https://en.wiktionary.org/wiki/genug
350,*ganōgaz,enow,genug,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gan%C5%8Dgaz,https://en.wiktionary.org/wiki/enow,https://en.wiktionary.org/wiki/genug
351,*Austrǭ,Eostre,Ostern,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/Austr%C7%AD,https://en.wiktionary.org/wiki/Eostre,https://en.wiktionary.org/wiki/Ostern
352,*arbiją,erf,Erbe,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/arbij%C4%85,https://en.wiktionary.org/wiki/erf,https://en.wiktionary.org/wiki/Erbe
353,*ermunaz,Ermengarde,Armin,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ermunaz,https://en.wiktionary.org/wiki/Ermengarde,https://en.wiktionary.org/wiki/Armin
354,*arô,erne,Aar,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ar%C3%B4,https://en.wiktionary.org/wiki/erne,https://en.wiktionary.org/wiki/Aar
355,*ernustuz,Ernst,ernst,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ernustuz,https://en.wiktionary.org/wiki/Ernst,https://en.wiktionary.org/wiki/ernst
356,*skarpaz,escarp,scharf,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/skarpaz,https://en.wiktionary.org/wiki/escarp,https://en.wiktionary.org/wiki/scharf
357,*skarō,eschel,Schar,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/skar%C5%8D,https://en.wiktionary.org/wiki/eschel,https://en.wiktionary.org/wiki/Schar
358,*skarō,eschel,Scherge,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/skar%C5%8D,https://en.wiktionary.org/wiki/eschel,https://en.wiktionary.org/wiki/Scherge
359,*-iskaz,-esque,-esk,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/-iskaz,https://en.wiktionary.org/wiki/-esque,https://en.wiktionary.org/wiki/-esk
360,*-iskaz,-esque,-isch,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/-iskaz,https://en.wiktionary.org/wiki/-esque,https://en.wiktionary.org/wiki/-isch
361,*geutaną,ewte,gießen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/geutan%C4%85,https://en.wiktionary.org/wiki/ewte,https://en.wiktionary.org/wiki/gie%C3%9Fen
362,*ajją,ey,Ei,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ajj%C4%85,https://en.wiktionary.org/wiki/ey,https://en.wiktionary.org/wiki/Ei
363,*augô,eye,Auge,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/aug%C3%B4,https://en.wiktionary.org/wiki/eye,https://en.wiktionary.org/wiki/Auge
364,*faką,fack,Fach,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fak%C4%85,https://en.wiktionary.org/wiki/fack,https://en.wiktionary.org/wiki/Fach
365,*fagraz,fair,fair,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fagraz,https://en.wiktionary.org/wiki/fair,https://en.wiktionary.org/wiki/fair
366,*falkô,falcon,Falke,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/falk%C3%B4,https://en.wiktionary.org/wiki/falcon,https://en.wiktionary.org/wiki/Falke
367,*fandōną,fand,fahnden,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fand%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/fand,https://en.wiktionary.org/wiki/fahnden
368,*fanô,fane,Fahne,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fan%C3%B4,https://en.wiktionary.org/wiki/fane,https://en.wiktionary.org/wiki/Fahne
369,*fanhaną,fang,fahen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fanhan%C4%85,https://en.wiktionary.org/wiki/fang,https://en.wiktionary.org/wiki/fahen
370,*fanhaną,fang,fangen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fanhan%C4%85,https://en.wiktionary.org/wiki/fang,https://en.wiktionary.org/wiki/fangen
371,*fanô,fanon,Fahne,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fan%C3%B4,https://en.wiktionary.org/wiki/fanon,https://en.wiktionary.org/wiki/Fahne
372,*fadēr,father,Vater,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fad%C4%93r,https://en.wiktionary.org/wiki/father,https://en.wiktionary.org/wiki/Vater
373,*fadērlausaz,fatherless,vaterlos,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fad%C4%93rlausaz,https://en.wiktionary.org/wiki/fatherless,https://en.wiktionary.org/wiki/vaterlos
374,*fadurlīkaz,fatherly,väterlich,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fadurl%C4%ABkaz,https://en.wiktionary.org/wiki/fatherly,https://en.wiktionary.org/wiki/v%C3%A4terlich
375,*faþmaz,fathom,Faden,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fa%C3%BEmaz,https://en.wiktionary.org/wiki/fathom,https://en.wiktionary.org/wiki/Faden
376,*fōgijaną,fay,fügen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Dgijan%C4%85,https://en.wiktionary.org/wiki/fay,https://en.wiktionary.org/wiki/f%C3%BCgen
377,*failijaz,feal,feil,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/failijaz,https://en.wiktionary.org/wiki/feal,https://en.wiktionary.org/wiki/feil
378,*fērō,fear,Gefahr,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C4%93r%C5%8D,https://en.wiktionary.org/wiki/fear,https://en.wiktionary.org/wiki/Gefahr
379,*feþrō,feather,Feder,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fe%C3%BEr%C5%8D,https://en.wiktionary.org/wiki/feather,https://en.wiktionary.org/wiki/Feder
380,*fehu,fee,Viech,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehu,https://en.wiktionary.org/wiki/fee,https://en.wiktionary.org/wiki/Viech
381,*fehu,fee,Vieh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehu,https://en.wiktionary.org/wiki/fee,https://en.wiktionary.org/wiki/Vieh
382,*fōlijaną,feel,fühlen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Dlijan%C4%85,https://en.wiktionary.org/wiki/feel,https://en.wiktionary.org/wiki/f%C3%BChlen
383,Proto-Indo-European,feisty,glibberig,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/feisty,https://en.wiktionary.org/wiki/glibberig
384,Proto-Indo-European,feisty,harsch,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/feisty,https://en.wiktionary.org/wiki/harsch
385,Proto-Indo-European,feisty,Jolle,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/feisty,https://en.wiktionary.org/wiki/Jolle
386,Proto-Indo-European,feisty,Malmö,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/feisty,https://en.wiktionary.org/wiki/Malm%C3%B6
387,Proto-Indo-European,feisty,Scheibe,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/feisty,https://en.wiktionary.org/wiki/Scheibe
388,*felu,fele,viel,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/felu,https://en.wiktionary.org/wiki/fele,https://en.wiktionary.org/wiki/viel
389,*fallijaną,fell,fällen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fallijan%C4%85,https://en.wiktionary.org/wiki/fell,https://en.wiktionary.org/wiki/f%C3%A4llen
390,*fanją,fen,Fenn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fanj%C4%85,https://en.wiktionary.org/wiki/fen,https://en.wiktionary.org/wiki/Fenn
391,*fijandz,fend,Feind,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fijandz,https://en.wiktionary.org/wiki/fend,https://en.wiktionary.org/wiki/Feind
392,*fardiz,ferd,Fahrt,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fardiz,https://en.wiktionary.org/wiki/ferd,https://en.wiktionary.org/wiki/Fahrt
393,*farną,fern,Farn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/farn%C4%85,https://en.wiktionary.org/wiki/fern,https://en.wiktionary.org/wiki/Farn
394,*farjaną,ferry,Fähre,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/farjan%C4%85,https://en.wiktionary.org/wiki/ferry,https://en.wiktionary.org/wiki/F%C3%A4hre
395,*fatōną,fetch,fassen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fat%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/fetch,https://en.wiktionary.org/wiki/fassen
396,*fehu,feudal,Viech,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehu,https://en.wiktionary.org/wiki/feudal,https://en.wiktionary.org/wiki/Viech
397,*fehu,feudal,Vieh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehu,https://en.wiktionary.org/wiki/feudal,https://en.wiktionary.org/wiki/Vieh
398,*faigijaz,fey,feige,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/faigijaz,https://en.wiktionary.org/wiki/fey,https://en.wiktionary.org/wiki/feige
399,*fehu,fief,Viech,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehu,https://en.wiktionary.org/wiki/fief,https://en.wiktionary.org/wiki/Viech
400,*fehu,fief,Vieh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehu,https://en.wiktionary.org/wiki/fief,https://en.wiktionary.org/wiki/Vieh
401,*fimftô,fifth,fünfte,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fimft%C3%B4,https://en.wiktionary.org/wiki/fifth,https://en.wiktionary.org/wiki/f%C3%BCnfte
402,*fehtaną,fight,fechten,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fehtan%C4%85,https://en.wiktionary.org/wiki/fight,https://en.wiktionary.org/wiki/fechten
403,*finhlō,file,Feile,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/finhl%C5%8D,https://en.wiktionary.org/wiki/file,https://en.wiktionary.org/wiki/Feile
404,*fullijaną,fill,füllen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fullijan%C4%85,https://en.wiktionary.org/wiki/fill,https://en.wiktionary.org/wiki/f%C3%BCllen
405,*finþaną,find,finden,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fin%C3%BEan%C4%85,https://en.wiktionary.org/wiki/find,https://en.wiktionary.org/wiki/finden
406,*fingraz,finger,Finger,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fingraz,https://en.wiktionary.org/wiki/finger,https://en.wiktionary.org/wiki/Finger
407,*furhō,fir,Föhre,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/furh%C5%8D,https://en.wiktionary.org/wiki/fir,https://en.wiktionary.org/wiki/F%C3%B6hre
408,*fōr,fire,Feuer,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Dr,https://en.wiktionary.org/wiki/fire,https://en.wiktionary.org/wiki/Feuer
409,*fiskārijaz,fisher,Fischer,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fisk%C4%81rijaz,https://en.wiktionary.org/wiki/fisher,https://en.wiktionary.org/wiki/Fischer
410,*flahsą,flax,Flachs,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/flahs%C4%85,https://en.wiktionary.org/wiki/flax,https://en.wiktionary.org/wiki/Flachs
411,Old Saxon,fleam,Brautlauf,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Old_Saxon,https://en.wiktionary.org/wiki/fleam,https://en.wiktionary.org/wiki/Brautlauf
412,*fleuhaną,flee,fliehen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fleuhan%C4%85,https://en.wiktionary.org/wiki/flee,https://en.wiktionary.org/wiki/fliehen
413,*fleutaną,fleeting,fließen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fleutan%C4%85,https://en.wiktionary.org/wiki/fleeting,https://en.wiktionary.org/wiki/flie%C3%9Fen
414,*flōduz,flood,Flut,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fl%C5%8Dduz,https://en.wiktionary.org/wiki/flood,https://en.wiktionary.org/wiki/Flut
415,*flunþrijǭ,flounder,Flunder,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/flun%C3%BErij%C7%AD,https://en.wiktionary.org/wiki/flounder,https://en.wiktionary.org/wiki/Flunder
416,*flakaz,fluke,flach,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/flakaz,https://en.wiktionary.org/wiki/fluke,https://en.wiktionary.org/wiki/flach
417,*flakaz,fluke,Fläche,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/flakaz,https://en.wiktionary.org/wiki/fluke,https://en.wiktionary.org/wiki/Fl%C3%A4che
418,*faimaz,foam,Feim,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/faimaz,https://en.wiktionary.org/wiki/foam,https://en.wiktionary.org/wiki/Feim
419,*fōdrą,fodder,Fourier,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/fodder,https://en.wiktionary.org/wiki/Fourier
420,*fōdrą,fodder,Furier,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/fodder,https://en.wiktionary.org/wiki/Furier
421,*fōdrą,fodder,Futter,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/fodder,https://en.wiktionary.org/wiki/Futter
422,*fōdrą,fodder,füttern,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/fodder,https://en.wiktionary.org/wiki/f%C3%BCttern
423,*faihaz,foe,Feh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/faihaz,https://en.wiktionary.org/wiki/foe,https://en.wiktionary.org/wiki/Feh
424,*-falþaz,-fold,-fach,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/-fal%C3%BEaz,https://en.wiktionary.org/wiki/-fold,https://en.wiktionary.org/wiki/-fach
425,*fulką,folk,Pulk,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fulk%C4%85,https://en.wiktionary.org/wiki/folk,https://en.wiktionary.org/wiki/Pulk
426,*fulką,folk,Volk,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fulk%C4%85,https://en.wiktionary.org/wiki/folk,https://en.wiktionary.org/wiki/Volk
427,*fulką,folk,Volker,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fulk%C4%85,https://en.wiktionary.org/wiki/folk,https://en.wiktionary.org/wiki/Volker
428,*fulgāną,follow,folgen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/fulg%C4%81n%C4%85,https://en.wiktionary.org/wiki/follow,https://en.wiktionary.org/wiki/folgen
429,*harduz,foolhardy,hart,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harduz,https://en.wiktionary.org/wiki/foolhardy,https://en.wiktionary.org/wiki/hart
430,*fōts,foot,Fuß,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Dts,https://en.wiktionary.org/wiki/foot,https://en.wiktionary.org/wiki/Fu%C3%9F
431,*fōdrą,forage,Fourier,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/forage,https://en.wiktionary.org/wiki/Fourier
432,*fōdrą,forage,Furier,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/forage,https://en.wiktionary.org/wiki/Furier
433,*fōdrą,forage,Futter,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/forage,https://en.wiktionary.org/wiki/Futter
434,*fōdrą,forage,füttern,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/forage,https://en.wiktionary.org/wiki/f%C3%BCttern
435,*fōdrą,foray,Fourier,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/foray,https://en.wiktionary.org/wiki/Fourier
436,*fōdrą,foray,Furier,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/foray,https://en.wiktionary.org/wiki/Furier
437,*fōdrą,foray,Futter,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/foray,https://en.wiktionary.org/wiki/Futter
438,*fōdrą,foray,füttern,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/f%C5%8Ddr%C4%85,https://en.wiktionary.org/wiki/foray,https://en.wiktionary.org/wiki/f%C3%BCttern
